clas_local,clas_visitante,G_esp_local,G_esp_visitante,quiniela,Posesión_local,Posesión_visitante,Pases_intento_local,Pases_buenos_local,Pases_%_local,Pases_intento_visitante,Pases_buenos_visitante,Pases_%_visitante,Disparos_puerta_intento_local,Disparos_puerta_buenos_local,Disparos_puerta_%_local,Disparos_puerta_intento_visitante,Disparos_puerta_buenos_visitante,Disparos_puerta_%_visitante,Paradas_local,Paradas_%_local,Paradas_visitante,Paradas_%_visitante,Amarillas_local,expulsion_doble_amarilla_local,expulsión_roja_directa_local,Amarillas_visitante,expulsion_doble_amarilla_visitante,expulsión_roja_directa_visitante,Faltas_local,Faltas_visitante,Saques_esquina_local,Saques_esquina_visitante,Pases_cruzados_local,Pases_cruzados_visitante,Toques_local,Toques_visitante,Derribos_local,Derribos_visitante,Intercepciones_local,Intercepciones_visitante,Duelos_aereos_ganados_local,Duelos_aereos_ganados_visitante,Despejes_local,Despejes_visitante,Fuera_juego_local,Fuera_juego_visitante,Saque_puerta_local,Saque_puerta_visitante,Saque_banda_local,Saque_banda_visitante,Pelotazos_local,Pelotazos_visitante,%_Saques_esquina_local_favor,%_Saques_esquina_visitante_favor,%_Saques_esquina_local_contra,%_Saques_esquina_visitante_contra,Árbitro_faltas_local,Árbitro_faltas_visitante,Árbitro_amarillas_local,Árbitro_amarillas_visitante,Árbitro_doble_amarilla_local,Árbitro_doble_amarilla_visitante,Árbitro_roja_directa_local,Árbitro_roja_directa_visitante,tarjetas_total_local,tarjetas_total_visitante,Árbitro_sum_tarjetas_local,Árbitro_sum_tarjetas_visitante,faltas_cometidas_local,faltas_cometidas_visitante,faltas_provocadas_local,faltas_provocadas_visitante,amarillas_cometidas_local,amarillas_cometidas_visitante,amarillas_provocadas_local,amarillas_provocadas_visitante,dobles_amarillas_cometidas_local,dobles_amarillas_cometidas_visitante,dobles_amarillas_provocadas_local,dobles_amarillas_provocadas_visitante,rojas_directas_cometida_local,rojas_directas_cometida_visitante,rojas_directas_provocadas_local,rojas_directas_provocadas_visitante,goles_marcados_local,goles_marcados_visitante,goles_recibidos_local,goles_recibidos_visitante,goles_esperados_local,goles_esperados_visitante,goles_esperados_contra_local,goles_esperados_contra_visitante,posesion_media_local,posesion_media_visitante,%_disparos_puerta_hechos_local,%_disparos_puerta_hechos_visitante,%_disparos_puerta_recibidos_local,%_disparos_puerta_recibidos_visitante,%_pases_cruzados_hechos_local,%_pases_cruzados_hechos_visitante,%_pases_cruzados_recibidos_local,%_pases_cruzados_recibidos_visitante,tarjetas_cometidas_local,tarjetas_cometidas_visitante,tarjetas_provocadas_local,tarjetas_provocadas_visitante
3,3,0.8,1.1,X,0.64,0.36,629,504,0.8,360,246,0.68,10,5,0.5,6,0,0.0,0,1.0,5,1.0,0,0,0,2,0,0,12,12,6,4,31,10,740,487,13,13,14,19,15,14,11,33,1,2,3,10,28,22,91,59,5.1875,4.647058823529412,3.625,4.823529411764706,12.722222222222221,14.777777777777779,2.2222222222222223,3.0555555555555554,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0,2,2.3333333333333335,3.2222222222222223,14.5,12.0,12.25,13.764705882352942,2.5,2.411764705882353,2.625,2.823529411764706,0.0,0.11764705882352941,0.25,0.058823529411764705,0.1875,0.11764705882352941,0.0625,0.17647058823529413,1.0625,0.9411764705882353,1.1875,1.7058823529411764,1.375,1.1823529411764706,1.03125,1.5705882352941176,0.515,0.4758823529411765,4.0,3.4705882352941178,3.75,4.176470588235294,24.875,17.0,12.5625,19.176470588235293,2.6875,2.6470588235294117,2.9375,3.0588235294117645
2,2,1.7,2.7,X,0.51,0.49,405,273,0.67,388,232,0.6,10,3,0.3,14,8,0.57,8,1.0,2,0.66,4,0,1,5,1,0,13,16,2,6,22,35,563,486,11,15,14,3,37,26,41,20,1,4,2,10,19,33,95,99,4.705882352941177,2.5,5.117647058823529,6.0,13.75,12.5625,3.0625,3.6875,0.125,0.125,0.1875,0.0,5,6,3.375,3.8125,12.823529411764707,14.5,12.647058823529411,12.375,2.588235294117647,3.1875,2.4705882352941178,2.625,0.0,0.25,0.17647058823529413,0.125,0.11764705882352941,0.0625,0.058823529411764705,0.125,0.9411764705882353,0.75,1.3529411764705883,1.5,1.1352941176470588,0.70625,1.535294117647059,1.36875,0.43529411764705883,0.393125,3.1176470588235294,2.75,5.588235294117647,4.5625,20.176470588235293,15.0625,20.11764705882353,24.3125,2.7058823529411766,3.5,2.705882352941176,2.875
5,2,1.7,1.2,1,0.71,0.29,679,610,0.9,284,226,0.8,22,7,0.32,10,3,0.3,2,0.66,4,0.57,3,0,0,2,0,0,12,17,7,4,16,12,768,399,9,17,2,16,8,9,15,26,0,0,4,12,18,8,47,54,6.8125,3.235294117647059,2.9375,6.705882352941177,12.411764705882353,14.764705882352942,1.8823529411764706,3.588235294117647,0.0,0.058823529411764705,0.17647058823529413,0.17647058823529413,3,2,2.0588235294117645,3.823529411764706,10.375,12.058823529411764,13.75,13.470588235294118,1.6875,2.7058823529411766,2.5625,3.1176470588235294,0.0625,0.058823529411764705,0.0,0.11764705882352941,0.0,0.17647058823529413,0.1875,0.11764705882352941,2.5,1.2352941176470589,0.875,1.8235294117647058,2.3,0.9352941176470588,1.025,1.5941176470588236,0.615,0.3976470588235294,6.6875,2.764705882352941,2.6875,5.352941176470588,16.4375,14.352941176470589,10.625,23.235294117647058,1.75,2.941176470588235,2.75,3.3529411764705883
1,2,2.0,0.2,X,0.56,0.44,443,325,0.73,351,252,0.72,24,10,0.42,5,1,0.2,0,0.0,9,0.9,4,0,0,6,2,0,19,11,10,3,41,10,560,504,20,26,9,7,21,15,8,42,1,1,8,8,38,24,80,72,6.5625,3.8823529411764706,4.75,6.176470588235294,15.2,13.133333333333333,3.466666666666667,2.466666666666667,0.06666666666666667,0.2,0.2,0.06666666666666667,4,8,3.7333333333333334,2.7333333333333334,14.375,12.294117647058824,11.6875,15.117647058823529,2.375,3.176470588235294,2.375,1.5294117647058822,0.125,0.11764705882352941,0.1875,0.0,0.25,0.11764705882352941,0.1875,0.058823529411764705,0.9375,0.7058823529411765,1.6875,2.1176470588235294,1.24375,0.776470588235294,1.58125,2.0470588235294116,0.47,0.4782352941176471,3.9375,2.6470588235294117,4.0625,6.705882352941177,23.875,14.294117647058824,16.3125,20.88235294117647,2.75,3.411764705882353,2.75,1.588235294117647
3,3,2.4,1.1,1,0.43,0.57,365,281,0.77,482,383,0.79,15,6,0.4,12,3,0.25,3,1.0,4,0.66,2,0,0,3,0,0,13,12,3,7,13,23,476,577,16,11,8,10,8,9,18,11,0,5,11,5,25,33,69,55,5.0625,4.625,3.8125,5.0625,14.25,12.75,2.1875,2.5,0.0,0.0625,0.1875,0.125,2,3,2.375,2.6875,12.75,15.875,13.25,14.875,2.0625,2.6875,2.75,2.5625,0.0625,0.125,0.0625,0.1875,0.0625,0.0625,0.1875,0.0625,1.375,0.9375,1.0625,1.4375,1.225,0.9,0.93125,1.5999999999999999,0.54,0.485625,4.5,2.9375,2.5625,4.0625,20.1875,17.625,14.25,20.6875,2.1875,2.875,3.0,2.8125
2,3,1.7,0.3,1,0.55,0.45,415,295,0.71,341,222,0.65,7,3,0.43,7,0,0.0,0,1.0,2,0.66,2,0,0,5,0,0,8,19,12,3,25,16,511,439,12,13,4,11,21,7,17,12,5,2,12,6,34,21,78,79,7.0,3.1176470588235294,3.4705882352941178,6.823529411764706,12.166666666666666,11.944444444444445,2.0,2.8333333333333335,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555,2,5,2.2222222222222223,2.9444444444444446,13.176470588235293,15.235294117647058,15.882352941176471,11.058823529411764,2.764705882352941,2.7058823529411766,3.7058823529411766,1.6470588235294117,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.17647058823529413,1.411764705882353,0.7058823529411765,1.0,0.9411764705882353,1.3588235294117648,0.7352941176470589,0.7823529411764706,1.2529411764705882,0.556470588235294,0.4488235294117647,4.117647058823529,2.823529411764706,2.823529411764706,3.588235294117647,26.176470588235293,17.58823529411765,13.117647058823529,22.764705882352942,2.941176470588235,2.941176470588235,3.8823529411764706,1.8823529411764706
3,4,1.4,0.5,X,0.38,0.62,335,210,0.63,546,439,0.8,8,2,0.25,8,2,0.25,1,0.5,1,0.5,2,0,0,2,0,1,19,20,3,2,16,12,422,645,13,14,4,3,24,35,13,11,4,2,9,5,23,18,73,64,3.8125,4.235294117647059,4.3125,3.823529411764706,13.0,14.4375,2.625,2.4375,0.0,0.0,0.0625,0.0625,2,3,2.6875,2.5,17.375,16.470588235294116,13.875,12.294117647058824,3.6875,2.235294117647059,3.1875,3.0,0.0,0.0,0.0,0.11764705882352941,0.1875,0.058823529411764705,0.125,0.17647058823529413,1.0625,1.2941176470588236,0.75,0.9411764705882353,1.1,1.2588235294117647,0.89375,1.0823529411764705,0.4225,0.5511764705882354,3.3125,4.764705882352941,2.5625,3.235294117647059,18.375,14.058823529411764,18.25,16.941176470588236,3.875,2.2941176470588234,3.3125,3.2941176470588234
3,2,3.0,1.1,1,0.56,0.44,508,413,0.81,406,314,0.77,26,4,0.15,13,4,0.31,3,0.75,3,0.75,5,0,0,4,0,0,8,11,6,4,32,16,610,512,12,11,12,9,22,13,14,28,5,1,6,15,12,21,78,70,6.647058823529412,3.5,3.235294117647059,5.9375,9.736842105263158,10.473684210526315,2.3684210526315788,2.3684210526315788,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,5,4,2.526315789473684,2.473684210526316,12.117647058823529,11.25,13.352941176470589,11.125,3.0588235294117645,2.6875,2.5294117647058822,2.25,0.058823529411764705,0.0,0.058823529411764705,0.0625,0.35294117647058826,0.0625,0.17647058823529413,0.125,1.3529411764705883,1.0,1.3529411764705883,2.25,1.4000000000000001,0.9875,1.288235294117647,1.9625,0.5676470588235294,0.44937499999999997,4.529411764705882,4.0625,3.7058823529411766,6.25,28.941176470588236,15.0625,13.588235294117647,22.375,3.4705882352941173,2.75,2.7647058823529407,2.4375
4,4,1.7,1.0,X,0.57,0.43,550,471,0.86,422,339,0.8,15,4,0.27,6,3,0.5,2,0.66,3,0.75,3,0,0,2,0,0,8,11,2,4,15,19,673,524,22,26,5,11,9,9,15,16,3,1,5,10,19,16,46,71,5.8125,3.6470588235294117,3.875,5.882352941176471,12.8,11.6,2.2666666666666666,2.6,0.06666666666666667,0.2,0.3333333333333333,0.06666666666666667,3,2,2.6666666666666665,2.8666666666666667,12.875,10.941176470588236,13.9375,15.823529411764707,2.5,2.4705882352941178,3.625,2.411764705882353,0.125,0.17647058823529413,0.0625,0.058823529411764705,0.0625,0.11764705882352941,0.0625,0.17647058823529413,1.6875,1.0588235294117647,0.9375,1.2941176470588236,1.95625,1.211764705882353,1.0125,1.5058823529411764,0.5775,0.49411764705882355,5.5625,3.0,3.25,4.588235294117647,15.5625,13.0,16.9375,20.41176470588235,2.6875,2.764705882352941,3.75,2.6470588235294112
4,5,0.9,0.9,2,0.38,0.62,373,256,0.69,612,514,0.84,15,3,0.2,10,2,0.2,1,0.5,3,1.0,2,0,0,1,0,0,13,7,5,3,22,18,472,731,26,11,8,4,10,19,13,24,2,1,10,10,26,20,71,79,7.823529411764706,5.0625,2.4705882352941178,4.1875,13.235294117647058,11.0,2.8823529411764706,2.6470588235294117,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,2,1,3.0,2.9411764705882355,13.411764705882353,11.8125,10.764705882352942,12.9375,2.1176470588235294,2.8125,2.411764705882353,2.25,0.058823529411764705,0.0625,0.0,0.0,0.058823529411764705,0.125,0.0,0.1875,1.1764705882352942,1.6875,0.7647058823529411,0.5625,1.3882352941176472,1.6,0.788235294117647,0.825,0.5258823529411765,0.608125,4.176470588235294,3.8125,1.9411764705882353,2.75,27.823529411764707,16.125,13.823529411764707,16.5625,2.2352941176470584,3.0,2.411764705882353,2.4375
3,5,0.4,1.9,2,0.5,0.5,569,489,0.86,577,483,0.84,6,4,0.67,14,4,0.29,3,0.75,4,1.0,2,0,0,3,0,0,6,12,1,3,14,15,660,659,12,6,13,10,7,8,15,16,4,3,7,6,14,20,55,49,4.0588235294117645,3.6875,4.0,5.25,12.176470588235293,12.705882352941176,2.0,1.3529411764705883,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,2,3,2.1176470588235294,1.4705882352941178,11.117647058823529,12.9375,12.411764705882353,12.4375,2.2941176470588234,2.9375,2.3529411764705883,2.625,0.0,0.0625,0.0,0.0,0.11764705882352941,0.125,0.17647058823529413,0.0,1.9411764705882353,1.5,1.2941176470588236,0.75,1.5176470588235293,1.325,1.1764705882352942,1.14375,0.5076470588235293,0.46625,5.294117647058823,4.5,3.5294117647058822,3.75,20.352941176470587,13.9375,18.235294117647058,21.9375,2.411764705882353,3.125,2.5294117647058822,2.625
2,4,1.1,2.6,2,0.48,0.52,445,342,0.77,477,358,0.75,15,3,0.2,15,5,0.33,3,0.6,2,0.66,2,0,0,2,0,0,9,14,2,9,18,25,560,576,12,16,12,4,18,27,16,24,2,1,8,11,23,21,76,72,5.0625,5.0,5.625,4.4375,13.461538461538462,13.692307692307692,1.3846153846153846,1.6923076923076923,0.0,0.0,0.15384615384615385,0.0,2,2,1.5384615384615385,1.6923076923076923,11.625,13.75,13.6875,12.75,1.75,2.0,2.0,2.8125,0.0,0.0,0.0,0.0625,0.0625,0.1875,0.0625,0.125,1.125,1.4375,1.3125,1.25,1.1625,1.4125,1.225,1.025,0.48062499999999997,0.51375,5.0625,3.75,3.375,4.1875,20.375,19.875,19.0625,18.0625,1.8125,2.1875,2.0625,3.0
2,2,2.4,1.4,X,0.66,0.34,538,422,0.78,280,164,0.59,16,4,0.25,10,4,0.4,3,0.75,4,1.0,1,0,0,4,0,0,12,12,5,2,30,8,654,405,15,21,6,2,25,18,23,31,3,5,5,9,27,28,71,76,4.529411764705882,2.5625,5.9411764705882355,5.625,12.222222222222221,12.333333333333334,1.7222222222222223,2.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,1,4,2.0,2.2222222222222223,12.588235294117647,15.625,10.588235294117647,13.5625,2.8823529411764706,3.125,2.8823529411764706,2.4375,0.11764705882352941,0.25,0.058823529411764705,0.125,0.0,0.0625,0.058823529411764705,0.25,1.5294117647058822,0.625,1.2941176470588236,1.625,1.2705882352941178,0.9375,1.5294117647058822,1.75625,0.46058823529411763,0.393125,4.235294117647059,2.25,4.470588235294118,4.75,16.764705882352942,12.25,22.176470588235293,26.3125,3.0,3.4375,2.9999999999999996,2.8125
3,3,1.9,1.8,X,0.47,0.53,419,311,0.74,468,361,0.77,14,3,0.21,12,4,0.33,2,0.5,1,0.33,2,0,0,2,0,0,15,16,3,5,14,20,503,563,10,9,10,11,16,10,13,16,2,4,10,9,20,24,77,76,5.529411764705882,3.5,4.470588235294118,5.375,15.058823529411764,15.0,2.6470588235294117,3.588235294117647,0.058823529411764705,0.0,0.0,0.058823529411764705,2,2,2.7058823529411766,3.6470588235294117,13.823529411764707,11.6875,13.588235294117647,16.0,2.235294117647059,2.6875,2.411764705882353,2.6875,0.0,0.0625,0.058823529411764705,0.0625,0.058823529411764705,0.0,0.11764705882352941,0.0625,1.4705882352941178,1.1875,1.1176470588235294,1.5,1.4352941176470588,1.15625,1.0411764705882351,1.475,0.5452941176470588,0.509375,4.529411764705882,3.0625,3.3529411764705883,4.375,24.88235294117647,16.5,15.0,22.0,2.2941176470588234,2.75,2.5882352941176467,2.8125
2,3,1.2,1.6,2,0.57,0.43,509,394,0.77,390,297,0.76,11,3,0.27,7,3,0.43,1,0.33,2,0.66,2,0,0,2,0,0,11,12,4,1,23,5,590,495,18,12,11,9,19,12,3,22,4,2,5,14,26,10,94,69,5.625,4.647058823529412,3.8125,4.823529411764706,13.529411764705882,14.705882352941176,2.823529411764706,3.411764705882353,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.23529411764705882,2,2,3.1176470588235294,3.8823529411764706,12.5,12.0,14.75,13.764705882352942,2.6875,2.411764705882353,2.875,2.823529411764706,0.1875,0.11764705882352941,0.1875,0.058823529411764705,0.1875,0.11764705882352941,0.0625,0.17647058823529413,1.1875,0.9411764705882353,1.5625,1.7058823529411764,1.4375,1.1823529411764706,1.1625,1.5705882352941176,0.46125,0.4758823529411765,4.125,3.4705882352941178,3.9375,4.176470588235294,21.5625,17.0,14.6875,19.176470588235293,3.0625,2.6470588235294117,3.125,3.0588235294117645
5,2,1.9,1.0,1,0.56,0.44,610,518,0.85,482,387,0.8,14,6,0.43,9,1,0.11,1,1.0,3,0.5,2,0,0,0,0,0,12,9,4,2,11,20,714,580,19,10,4,9,17,8,16,10,0,1,11,7,25,16,76,68,6.0588235294117645,5.1875,3.2941176470588234,5.8125,14.235294117647058,12.882352941176471,3.0588235294117645,2.4705882352941178,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.058823529411764705,2,0,3.411764705882353,2.588235294117647,11.470588235294118,13.3125,11.647058823529411,12.625,2.235294117647059,2.1875,2.411764705882353,3.0625,0.11764705882352941,0.0625,0.11764705882352941,0.0,0.11764705882352941,0.125,0.17647058823529413,0.375,2.1176470588235294,0.75,0.8235294117647058,1.4375,1.8058823529411765,1.20625,0.9176470588235294,1.40625,0.5499999999999999,0.510625,5.823529411764706,2.9375,2.0,4.75,20.058823529411764,23.0,14.647058823529411,17.25,2.4705882352941178,2.375,2.705882352941176,3.4375
4,3,0.8,0.2,1,0.6,0.4,616,506,0.82,408,278,0.68,10,3,0.3,5,1,0.2,1,1.0,2,0.66,1,0,0,2,0,0,8,15,4,4,16,22,727,509,17,15,7,10,20,22,35,21,3,4,7,3,22,16,69,75,4.375,3.6470588235294117,5.1875,5.294117647058823,10.928571428571429,13.071428571428571,2.2857142857142856,1.8571428571428572,0.14285714285714285,0.0,0.21428571428571427,0.14285714285714285,1,2,2.642857142857143,2.0,10.9375,15.529411764705882,14.9375,12.0,1.875,2.9411764705882355,3.0625,2.1176470588235294,0.0,0.0,0.0,0.058823529411764705,0.5,0.058823529411764705,0.125,0.058823529411764705,1.375,0.8823529411764706,0.9375,1.4705882352941178,1.51875,0.8529411764705882,1.11875,1.447058823529412,0.505625,0.4029411764705882,4.3125,2.411764705882353,3.0625,4.352941176470588,14.25,15.705882352941176,18.75,22.88235294117647,2.375,3.0,3.1875,2.2352941176470584
3,4,0.9,1.8,2,0.55,0.45,515,399,0.77,427,333,0.78,10,2,0.2,12,6,0.5,3,0.5,2,1.0,3,0,0,2,0,0,15,7,7,1,39,6,608,547,13,20,9,7,16,19,9,39,1,3,4,8,20,16,80,59,5.1875,4.9411764705882355,3.625,5.9411764705882355,14.75,13.25,2.625,3.25,0.125,0.1875,0.0625,0.1875,3,2,2.8125,3.625,14.5,11.176470588235293,12.25,12.941176470588236,2.5,2.176470588235294,2.625,2.0588235294117645,0.0,0.0,0.25,0.0,0.1875,0.058823529411764705,0.0625,0.11764705882352941,1.0625,1.1764705882352942,1.1875,1.1176470588235294,1.375,1.1941176470588235,1.03125,1.4529411764705882,0.515,0.5476470588235295,4.0,3.9411764705882355,3.75,4.235294117647059,24.875,12.823529411764707,12.5625,20.58823529411765,2.6875,2.2352941176470584,2.9375,2.176470588235294
4,1,2.0,0.1,1,0.6,0.4,541,435,0.8,358,249,0.7,17,4,0.24,4,3,0.75,3,1.0,2,0.5,2,0,0,1,0,0,16,16,5,3,14,7,645,462,19,12,9,11,14,14,12,17,4,2,5,9,26,24,55,90,4.0625,4.176470588235294,4.1875,6.411764705882353,12.722222222222221,14.777777777777779,2.2222222222222223,3.0555555555555554,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,2,1,2.3333333333333335,3.2222222222222223,16.4375,13.411764705882353,13.25,10.764705882352942,2.5625,3.0588235294117645,2.25,1.9411764705882353,0.0,0.058823529411764705,0.125,0.058823529411764705,0.0625,0.29411764705882354,0.0625,0.0,1.3125,0.5882352941176471,0.8125,2.176470588235294,1.4,0.6941176470588236,0.79375,2.0823529411764703,0.548125,0.4076470588235294,4.25,2.2941176470588234,3.4375,6.529411764705882,13.0,14.647058823529411,13.9375,22.294117647058822,2.625,3.4117647058823524,2.4375,2.0
2,3,1.7,1.0,1,0.37,0.63,337,222,0.66,567,457,0.81,15,4,0.27,11,4,0.36,4,1.0,2,0.5,4,0,0,2,0,0,22,10,4,1,20,12,424,672,14,16,10,13,23,16,6,20,4,2,9,12,14,21,86,88,3.764705882352941,2.875,3.9411764705882355,5.5625,14.333333333333334,13.88888888888889,2.6666666666666665,2.888888888888889,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,4,2,2.7777777777777777,3.111111111111111,16.352941176470587,11.9375,13.294117647058824,12.375,3.2941176470588234,3.6875,2.5294117647058822,2.6875,0.11764705882352941,0.1875,0.11764705882352941,0.0,0.11764705882352941,0.0625,0.0,0.1875,1.0588235294117647,1.125,1.0588235294117647,1.625,1.2,0.88125,1.211764705882353,1.7125000000000001,0.42470588235294116,0.5181250000000001,3.2941176470588234,2.9375,4.235294117647059,4.6875,19.764705882352942,15.6875,16.823529411764707,22.1875,3.5294117647058822,3.9375,2.6470588235294117,2.875
5,5,1.6,0.5,1,0.54,0.46,610,521,0.85,524,440,0.84,17,7,0.41,11,3,0.27,3,1.0,5,0.71,4,0,0,3,0,0,12,13,8,1,30,9,706,635,18,14,8,9,7,9,13,22,1,4,7,5,14,18,46,54,7.529411764705882,5.647058823529412,1.8235294117647058,4.9411764705882355,9.736842105263158,10.473684210526315,2.3684210526315788,2.3684210526315788,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,4,3,2.526315789473684,2.473684210526316,12.058823529411764,9.411764705882353,11.823529411764707,14.235294117647058,1.7647058823529411,2.0588235294117645,2.8823529411764706,2.411764705882353,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0,0.11764705882352941,0.11764705882352941,1.9411764705882353,1.7058823529411764,0.11764705882352941,1.0588235294117647,2.3058823529411767,1.7941176470588236,0.6823529411764706,1.2,0.6558823529411765,0.5823529411764706,5.9411764705882355,4.9411764705882355,1.7058823529411764,3.823529411764706,23.294117647058822,14.470588235294118,9.588235294117647,17.235294117647058,1.9411764705882353,2.117647058823529,3.1176470588235294,2.5882352941176467
3,3,0.5,0.5,X,0.42,0.58,331,223,0.67,449,332,0.74,10,1,0.1,11,2,0.18,2,1.0,1,1.0,7,0,1,3,0,0,19,17,2,3,15,22,431,547,14,10,7,5,35,30,22,21,2,0,6,10,22,21,73,85,3.8125,3.1176470588235294,4.3125,6.823529411764706,15.2,13.133333333333333,3.466666666666667,2.466666666666667,0.06666666666666667,0.2,0.2,0.06666666666666667,8,3,3.7333333333333334,2.7333333333333334,17.375,15.235294117647058,13.875,11.058823529411764,3.6875,2.7058823529411766,3.1875,1.6470588235294117,0.0,0.058823529411764705,0.0,0.058823529411764705,0.1875,0.17647058823529413,0.125,0.17647058823529413,1.0625,0.7058823529411765,0.75,0.9411764705882353,1.1,0.7352941176470589,0.89375,1.2529411764705882,0.4225,0.4488235294117647,3.3125,2.823529411764706,2.5625,3.588235294117647,18.375,17.58823529411765,18.25,22.764705882352942,3.875,2.941176470588235,3.3125,1.8823529411764706
3,2,1.6,1.0,1,0.62,0.38,515,400,0.78,318,205,0.64,13,3,0.23,5,1,0.2,0,0.0,2,0.66,4,0,1,2,0,1,12,16,5,2,21,13,615,424,12,18,1,10,14,23,18,20,5,2,7,15,19,19,69,94,4.0588235294117645,3.235294117647059,4.0,6.705882352941177,12.8,11.6,2.2666666666666666,2.6,0.06666666666666667,0.2,0.3333333333333333,0.06666666666666667,5,3,2.6666666666666665,2.8666666666666667,11.117647058823529,12.058823529411764,12.411764705882353,13.470588235294118,2.2941176470588234,2.7058823529411766,2.3529411764705883,3.1176470588235294,0.0,0.058823529411764705,0.0,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.11764705882352941,1.9411764705882353,1.2352941176470589,1.2941176470588236,1.8235294117647058,1.5176470588235293,0.9352941176470588,1.1764705882352942,1.5941176470588236,0.5076470588235293,0.3976470588235294,5.294117647058823,2.764705882352941,3.5294117647058822,5.352941176470588,20.352941176470587,14.352941176470589,18.235294117647058,23.235294117647058,2.411764705882353,2.941176470588235,2.5294117647058822,3.3529411764705883
4,2,0.9,0.8,X,0.65,0.35,586,434,0.74,320,198,0.62,16,3,0.19,10,1,0.1,1,1.0,3,1.0,0,0,0,0,0,0,9,9,13,3,45,12,695,467,16,20,11,18,22,23,12,32,4,1,9,13,37,19,79,87,7.823529411764706,2.5,2.4705882352941178,6.0,12.166666666666666,11.944444444444445,2.0,2.8333333333333335,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555,0,0,2.2222222222222223,2.9444444444444446,13.411764705882353,14.5,10.764705882352942,12.375,2.1176470588235294,3.1875,2.411764705882353,2.625,0.058823529411764705,0.25,0.0,0.125,0.058823529411764705,0.0625,0.0,0.125,1.1764705882352942,0.75,0.7647058823529411,1.5,1.3882352941176472,0.70625,0.788235294117647,1.36875,0.5258823529411765,0.393125,4.176470588235294,2.75,1.9411764705882353,4.5625,27.823529411764707,15.0625,13.823529411764707,24.3125,2.2352941176470584,3.5,2.411764705882353,2.875
2,3,1.1,1.1,2,0.51,0.49,405,250,0.62,388,265,0.68,14,3,0.21,11,5,0.45,3,0.6,3,1.0,3,0,0,4,0,0,9,14,8,4,36,18,507,530,14,17,3,9,21,23,14,38,2,0,6,12,33,17,123,85,4.705882352941177,2.875,5.117647058823529,5.5625,14.055555555555555,13.333333333333334,3.0555555555555554,3.0,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,3,4,3.111111111111111,3.1666666666666665,12.823529411764707,11.9375,12.647058823529411,12.375,2.588235294117647,3.6875,2.4705882352941178,2.6875,0.0,0.1875,0.17647058823529413,0.0,0.11764705882352941,0.0625,0.058823529411764705,0.1875,0.9411764705882353,1.125,1.3529411764705883,1.625,1.1352941176470588,0.88125,1.535294117647059,1.7125000000000001,0.43529411764705883,0.5181250000000001,3.1176470588235294,2.9375,5.588235294117647,4.6875,20.176470588235293,15.6875,20.11764705882353,22.1875,2.7058823529411766,3.9375,2.705882352941176,2.875
1,5,0.8,1.7,2,0.41,0.59,394,284,0.72,563,481,0.85,15,2,0.13,12,5,0.42,1,0.2,2,1.0,0,0,0,3,0,0,11,11,11,3,31,15,503,694,19,11,7,7,11,17,11,35,4,3,4,6,22,22,68,52,6.5625,5.0625,4.75,4.1875,12.222222222222221,12.333333333333334,1.7222222222222223,2.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0,3,2.0,2.2222222222222223,14.375,11.8125,11.6875,12.9375,2.375,2.8125,2.375,2.25,0.125,0.0625,0.1875,0.0,0.25,0.125,0.1875,0.1875,0.9375,1.6875,1.6875,0.5625,1.24375,1.6,1.58125,0.825,0.47,0.608125,3.9375,3.8125,4.0625,2.75,23.875,16.125,16.3125,16.5625,2.75,3.0,2.75,2.4375
3,2,2.0,1.0,X,0.57,0.43,562,458,0.81,432,332,0.77,21,5,0.24,8,3,0.38,1,0.33,3,0.6,3,0,0,5,0,0,13,12,4,1,23,6,660,532,18,8,8,15,12,12,10,16,3,0,5,13,25,22,65,66,5.0625,3.5,3.8125,5.9375,13.75,12.5625,3.0625,3.6875,0.125,0.125,0.1875,0.0,3,5,3.375,3.8125,12.75,11.25,13.25,11.125,2.0625,2.6875,2.75,2.25,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.1875,0.125,1.375,1.0,1.0625,2.25,1.225,0.9875,0.93125,1.9625,0.54,0.44937499999999997,4.5,4.0625,2.5625,6.25,20.1875,15.0625,14.25,22.375,2.1875,2.75,3.0,2.4375
